type	Ontology ID	NTR	label	parent	term	MIFC	definition	definition source	comment	example of use	EquivalentTo	SubClassOf	has specified input	has specified output	has characteristic	see also IRI	term contributor	curation status	created
1	FOODON:03000611	NTR	pan-broiled	cooked with small amounts of added fat or oil	pan-broiled	☑	A characteristic of food material which indicates that it has undergone pan broiling.												
																			
3	FOODON:03450036		steeping	cooking in water or water-based liquid	steeping		Extracting flavor and other components from food sources by immersion in water, usually at near-boiling temperature.												
3	FOODON:03450043		double steaming	boiling in container	double steaming		A Chinese cooking technique to prepare delicate food such as bird nests, shark fins, etc. The food is covered with water and put in a covered ceramic jar and the jar is then steamed for several hours.	https://en.wikipedia.org/wiki/Double_steaming	This technique ensures there is no loss of liquid or moisture (its essences) from the food being cooked, hence it is often used with expensive ingredients like Chinese herbal medicines. [Wikipedia]										
3	FOODON:03460220		grain parboiling	cooking by moist heat|physical/chemical modification	grain parboiling		Treated with moist heat to soften the grain and to transfer nutrients from the bran to the endosperm.												
3	FOODON:03450045		searing	broiling or grilling	searing		Searing is a technique used in grilling, roasting, braising, sautéing, etc. that cooks the surface of the food at high temperature so that a brownish crust forms by Maillard reaction and denaturation of proteins.		A similar technique, browning, is typically used to sear or brown all sides of a particular piece of meat, fish, poultry, etc. before finishing it in the oven. To obtain the desired brown crust, the meat surface must exceed 300 °F (150 °C), so searing requires the meat surface be free of water, which boils at around 212 °F (100 °C).	Searing is often applied to pan-fried meat, poultry or fish									
3	FOODON:03450047		pressure frying	cooking with added fat or oil	pressure frying		A cooking process with added fat or oil in which food material is brought to high temperatures while pressure is held high enough that the water within a cooking container is prevented from boiling off.		LanguaL curation note: Use when e.g. meat and cooking oil are brought to high temperatures while pressure is held high enough that the water within is prevented from boiling off.										
3	FOODON:03470175		food blanching	food cooking|heat treatment food preservation|physical/chemical modification	food blanching		Blanching is a cooking process wherein a food, usually a vegetable or fruit, is scalded in boiling water, removed after a brief, timed interval, and finally plunged into iced water or placed under cold running water to halt the cooking process.	https://en.wikipedia.org/wiki/Blanching_(cooking)	"LanguaL definition: ""Short time scalding; this can be used to stop emzymatic activity for vegetables being prepared for freezing."""								https://orcid.org/0000-0002-8844-9165		
3	FOODON:03450037		food reheating	food heating	food reheating		A process to bring an already fully cooked product to serving temperature.		LanguaL curation note: Do not use for a process that completes the cooking of a partially cooked food.										
2	FOODON:03000612	NTR	reheated	heat-treated	reheated	☑	A characteristic of food material which indicates that it has undergone heating at least twice.												
1	FOODON:03000613	NTR	food (reheated)	food (heat-treated)	food (reheated)		Food material which has undergone reheating.												
3	FOODON:03450038		food reheating by microwave	food reheating	food reheating by microwave		A food reheating process by application of microwaving												
3	FOODON:03450039		food reheating by dry heat	food reheating	food reheating by dry heat		A food reheating process by application of dry heat												
3	FOODON:03450040		food reheating by boil-in-bag	food reheating	food reheating by boil-in-bag		A food reheating process by application of boiling water.												
3	FOODON:03450041		food reheating in pan or cooking utensil	food reheating	food reheating in pan or cooking utensil		A food reheating process involving use of a container.												
3	FOODON:03450032		heating of container	food cooking	heating of container		A food cooking method in which heat is transferred to the outside of a container.												
3	FOODON:03450033		heating of container in double boiler	heating of container	heating of container in double boiler		Heating a container that is placed in another container filled with boiling water.												
3	FOODON:03450034		heating of container by water bath	heating of container	heating of container by water bath		Heating a container that is placed in another container filled with water kept near the boiling point.												
3	FOODON:03450031		heating of container by immersion in water or steam	heating of container	heating of container by immersion in water or steam		A heating of container where the container is closed, such as a pouch, and is immersed in hot water or steam.												
3	FOODON:00004088		direct heating of container	heating of container	direct heating of container		A heating of container process in which the container conducts heat by being in proximity to an open flame, a hot surface or an oven.		The challenge here is to make a clean distinction between methods that immerse a cooking container in water or steam vs those that don't.										
3	FOODON:00004089		heating liquid in container	heating of container	heating liquid in container		A heating of container process in which the temperature of contained liquid is raised to a threshold.												
																			
				Parent term	FoodOn Term	MIFC	Definition												
3	FOODON:03000614	NTR	drying	material component separation	drying		A material component separation process in which water or another solvent is removed from a material.	https://en.wikipedia.org/wiki/Drying		"- Ethyl acetate decaffeination - the solvent being removed is ethyl acetate, not water. Describing this step as “drying” is consistent with chemical usage, even though a food‑centric reader might implicitly associate drying with water removal. ""decaffeinated"" is the adjective - Citrus peel extraction using isopropyl alcohol - isopropyl alcohol is used as the extraction solvent, The alcohol is later evaporated from the extract. - Using rotatory vacuum driers or rotatory vacuum driers for non-water applications - dealcoholizing wine. ""dealcoholized"" adjective."							https://orcid.org/0000-0002-9578-0788		
3	FOODON:03470116		drying (water reduction)	drying	drying (water reduction)		A drying process in which water is removed from a material.	https://en.wikipedia.org/wiki/Drying	LanguaL curation note: Used when the water activity has been lowered enough to achieve preservation. Also index *WATER REMOVED* in *H. TREATMENT APPLIED*.								https://orcid.org/0000-0002-9578-0788		
2	FOODON:03307539		food (dried)	food material by process	food (dried)		Non-liquid food material which has undergone a water reduction drying process.		Whereas dehydration may bring the moisture content of a material down to around 2.5% or less, a natural drying process is highly dependent on humidity, ambient temperature, and the nature of materials themselves, leading various kinds of food material to have a moisture content ranging from 5% to 30% [https://en.wikipedia.org/wiki/Equilibrium_moisture_content]							https://www.fao.org/4/t1838e/t1838e0u.htm|https://www.sciencedirect.com/topics/food-science/dried-food			
1	FOODON:00004723		dried	physical object quality	dried	☑	A physical object quality of material that has undergone a drying process.			Dried green coffee|Dried beans.									
2	FOODON:00005139		food (dried raw)	food (dried)	food (dried raw)		Dried food which was dried when in a raw state.												
1	FOODON:00004724		dried raw	dried	dried raw		A dried characteristic of organism material which was raw when subjected to a drying process.												
1	PATO:0001824		dry		dry		A wetness quality inhering in a bearer by virtue of the bearer's not being covered by a liquid.												
1	PATO:0001822		wet		wet		A quality inhering in a bearer by virtue of whether the bearer's being covered by a liquid.												
1	FOODON:03000615	NTR	moist	physical object quality	moist		A physical object quality of permiable material which indicates its liquid component(s) are sufficiently present to be sensed.		DD: Does this definition hold well?										
1	FOODON:03000616	NTR	hydrated	moist	hydrated		A moist characteristic involving water as the source of moisture.												
3	FOODON:03000617	NTR	dehydration	drying (water reduction)	dehydration		A drying process in which water content of a material in a container is significantly reduced under controlled (not natural) conditions of temperature, relative humidity, and airflow. 		"As indicated in the food ""(dehydrated)"" term, the boundary between the output of this process, dried or dehydrated material, can be ambiguous."							https://www.researchgate.net/publication/288185375_Dehydration_of_Fruit_and_Vegetables_in_Tropical_Regions|https://ebooks.inflibnet.ac.in/ftp1/chapter/food-drying-dehydration/			
3	FOODON:03000618	NTR	dehydration with reaction	dehydration	dehydration with reaction		Dehydration in which chemically bound water is removed using dehydrating agents.	https://en.wikipedia.org/wiki/Dehydration_reaction											
2	FOODON:00002643		food (dehydrated)	food material by process	food (dehydrated)		Food material which has been dehydrated.		Dehydrated foods are those with no more than 2.5% water (dry basis), while the term dried foods applies to any food product with more than 2.5% water (dry basis). [https://ebooks.inflibnet.ac.in/ftp1/chapter/food-drying-dehydration/]										
1	FOODON:03000619	NTR	dehydrated	dried	dehydrated		A dried characteristic indicating that a material has undergone a dehydration process.												
3	FOODON:03460259		rehydration	water addition	rehydration		The addition of liquid to a material to restore a palatable concentration of liquid inside the material.		LanguaL curation note: Used for a product that is prepared by adding water or a water-based liquid (milk, juice, broth) to a dehydrated or concentrated product or to a product that contains an indexed dehydrated ingredient plus water to rehydrate that ingredient. Examples:  juice or juice drink from concentrate; milk reconstituted from dry or concentrated milk; soaked dried beans or stewed fruit; biscuit dough (prepared by rehydrating flour); soup made from dehydrated ingredients; cooked noodles or boiled rice. If the resulting product contains water beyond its natural water level, also index *WATER ADDED*.										
2	FOODON:00002755		food (rehydrated)	food material by characteristic	food (rehydrated)		Food material which has undergone rehydration.												
1	FOODON:03000716	NTR	rehydrated	food characteristic	rehydrated		A characteristic of food material which has undergone rehydration.												
																			
3	FOODON:03470117		heat drying process	drying	heat drying process		Drying of material by application of thermal energy.												
3	FOODON:03470141		natural heat drying	heat drying process	natural heat drying		Drying by exposure to the sun and/or ambient air.		"LanguaL note: ""Includes field-dried products such as grains and dry beans. These products are included also if they have been artificially dried to return them to normal dry state, e.g. grain that has been artificially dried after harvest."""										
1	FOODON:03000620	NTR	naturally dried	dried	naturally dried	☑	A characteristic of dried material which indicates that it has undergone natural heat drying.												
3	FOODON:03470170		sun drying	natural heat drying	sun drying		Drying by exposure to the sun. 		This implies that material is also subjected to ambient air during the drying process.										
1	FOODON:03000621	NTR	sun-dried	naturally dried	sun-dried	☑	A characteristic of dried material which indicates that it has undergone sun drying.		This implies that material is also subjected to ambient air during the drying process.	sun-dried tomatoes									
3	FOODON:03000622	NTR	air drying	natural heat drying	air drying		Drying by exposure to ambient air. 		This implies that material is not subjected to direct sunlight during the drying process.										
1	FOODON:03000623	NTR	air-dried	naturally dried	air-dried	☑	A characteristic of dried material which indicates that it has undergone ambient air drying.		This also indicates that material was not subjected to direct sunlight.										
3	FOODON:03470144		artificial heat drying	heat drying process	artificial heat drying		Drying by the application of artificial heat.												
1	FOODON:03000624	NTR	artificially-dried	dried	artificially-dried	☑	A characteristic of dried material which indicates that it has undergone artificial drying.												
3	FOODON:03470130		freeze-drying	dehydration	freeze-drying		Dehydration of food material by freezing it within a vacuum to remove moisture via sublimation, which turns ice directly into vapor.	https://en.wikipedia.org/wiki/Freeze_drying	"LanguaL note: ""Usually the product is not stored frozen."" synonyms: lyophilization or cryodesiccation"										
2	FOODON:03301752		food (freeze-dried)	food (dried)	food (freeze-dried)		Dried food which has been freeze-dried.												
1	FOODON:03000625	NTR	freeze-dried	artificially-dried	freeze-dried	☑	A characteristic of dried material which indicates that it has undergone freeze-drying.												
3	FOODON:03470133		spray-drying	artificial heat drying	spray-drying		An artificial heat drying process which outputs a dry powder from an input liquid or slurry by rapidly drying with a hot gas.	https://en.wikipedia.org/wiki/Spray_drying	LanguaL curation note: Used when liquids and low-viscosity pastes or purees are dried by atomisation. Example: milk.										
3	FOODON:03470143		artificial drying under normal pressure	artificial heat drying	artificial drying under normal pressure														
3	FOODON:03470140		drum-drying	artificial drying under normal pressure	drum-drying														
3	FOODON:03470134		shelf-drying under normal pressure	artificial drying under normal pressure	shelf-drying under normal pressure				LanguaL curation note: Used when water is removed from products placed in trays on shelves under atmospheric pressure. Example: vegetables, fruits.										
3	FOODON:03470166		drying by infrared heat radiation	artificial drying under normal pressure	drying by infrared heat radiation				LanguaL curation note: Used when susceptible materials are dried by electromagnetic radiation with wave-lengths between 0.76um and 1 mm.										
3	FOODON:03470112		drying under reduced pressure	artificial heat drying	drying under reduced pressure				LanguaL curation note: Used when the pressure is reduced to increase the efficiency of water removal.										
3	FOODON:03470168		artificial drying under increased pressure	artificial heat drying	artificial drying under increased pressure				LanguaL curation note: Used when a product is dehydrated under pressure. Example: vegetable or fruit juices, milk.										
3	FOODON:03470163		drying by radiation	drying	drying by radiation				LanguaL curation note: Used when the water activity is lowered enough by high frequency heating in order to achieve preservation.										
3	FOODON:03470165		drying by microwave radiation	drying by radiation	drying by microwave radiation				LanguaL curation note: Used when the water activity is lowered enough by microwave radiation in order to achieve preservation. Also index *WATER REMOVED* in facet H - Treatment applied. Example: tea.										
3	FOODON:00002419		evaporation	drying	evaporation		A drying process involving evaporation of liquid.										https://orcid.org/0000-0002-8844-9165		
3	FOODON:03470124		osmotic dehydration	dehydration	osmotic dehydration		A dehydration process involving osmosis.												
3	FOODON:03470169		concentration by reverse osmosis	drying under reduced pressure	concentration by reverse osmosis				LanguaL curation note: Used when the water content of a product is reduced by reverse osmosis. Typically used for concentrating fluids, e.g. milk, fruit juices.										
1	PATO:0000033		concentration of		concentration of		A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.		Problematic definition where both substances are “part of” bearer.										
1	PATO:0001842		acidity		acidity		A concentration quality inhering in a bearer by virtue of the bearer's containing acid (hydrogen ions).												
																			
																			
3	FOODON:03000626	NTR	material movement	'completely executed planned process'	material movement		The movement of material from one location to another.		Moving material may be as local as getting an apple from a refrigerator, or as far as flying lobsters by airplane.										
																			
3	FOODON:03000627	NTR	material containment	material processing	material containment														
3	FOODON:00004078		adding material to container	food material combination	adding material to container														
3	FOODON:00004079		adding liquid to container	adding material to container	adding liquid to container														
3	FOODON:00004080		adding solid to container	adding material to container	adding solid to container														
3	FOODON:00002740		food packaging process	food material processing	food packaging process		A process that applies packaging material to a food product for preservation, shipping and/or presentation purposes.							food (packaged)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:00002416		canning	food packaging process	canning		TBD							food (canned)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:03000628	NTR	food preservation canning	canning	food preservation canning		TBD												
1	FOODON:03000629	NTR	canned	food characteristic	canned	☑	A characteristic of food material which indicates that it has undergone canning.												
2	FOODON:00002418		food (canned)	food material by process	food (canned)		Food material which has undergone a canning process.												
																			
3	FOODON:03000630	NTR	food maturation	food material processing	food maturation		The biological transformation of food material over a period of time in order to attain a flavour or food preservation and safety objective.	https://en.wikipedia.org/wiki/Aging_(food)											
3	FOODON:03000631	NTR	induced maturation	food maturation	induced maturation		A planned process in which a controlled environment or maturation agent is introduced in order to mature food material.		From discussion with Andrea Borghini										
				Parent term(s)	FoodOn Term	MIFC	Definition												
3	FOODON:03000632	NTR	food ageing	food maturation|storage	food ageing		A food maturation process occurring in a storage location with a controlled environment.	https://en.wikipedia.org/wiki/Aging_(food)											
2	FOODON:03000633	NTR	food (aged)	food material by characteristic	food (aged)		A characteristic of food that has undergone an ageing process.												
3	FOODON:03460252		enzymatic modification	food ageing|microbial/enzymatic modification	enzymatic modification		A food ageing process involving the addition of enzymes or the activation of endogenous enzymes.		LanguaL curation note: Used for products in which one or more components were converted through the addition of enzymes or through activation of endogenous enzymes.										
3	FOODON:03460253		curing of food	food ageing	curing of food		A food ageing process involving the addition of salt or sugar, with an objective of reducing water content in the material by osmosis.	https://en.wikipedia.org/wiki/Curing_(food_preservation)	LanguaL note: Such changes may be induced by the introduction of certain chemicals, such as sodium sulfite, salt, sugar, or other substances, such as phenolics, in dry or liquid form and often aided by smoke. Cheese should always be indexed by the appropriate narrower term under *LACTIC ACID-OTHER AGENT FERMENTED*.										
2	FOODON:03000634	NTR	food (cured)	food material by characteristic	food (cured)		Food material which has undergone curing.												
1	FOODON:03000635	NTR	cured (sensu food)	physical object quality	cured (sensu food)		A characteristic of food material which indicates that it has undergone curing.												
3	FOODON:03460288		aging < 2 weeks	food ageing	aging < 2 weeks		An aging process of under two weeks in duration.												
3	FOODON:03460289		aging 2 weeks to 1 month	food ageing	aging 2 weeks to 1 month		An aging process of two weeks to a month in duration.												
3	FOODON:03460290		aging 1 to 2 months	food ageing	aging 1 to 2 months		An aging process of one to two months in duration.												
3	FOODON:03460291		aging 2 to 4 months	food ageing	aging 2 to 4 months		An aging process of two to four months in duration.												
3	FOODON:03460292		aging 4 to 6 months	food ageing	aging 4 to 6 months		An aging process of four to six months in duration.												
3	FOODON:03460293		aging 6 to 12 months	food ageing	aging 6 to 12 months		An aging process of six to twelve months in duration.												
3	FOODON:03460294		aging 12 months or over	food ageing	aging 12 months or over		An aging process of a year or more in duration.												
3	GO:0009835		fruit ripening	food maturation|enzymatic modification	fruit ripening	☑	An developmental maturation process that has as participant a fruit. Ripening causes changes in one or more characteristics of a fruit (color, aroma, flavor, texture, hardness, cell wall structure) and may make it more attractive to animals and aid in seed dispersal.	https://en.wikipedia.org/wiki/Ripening											
1	FOODON:03530050		fruit or vegetable ripeness	food plant physical quality	fruit or vegetable ripeness		A food plant physical characteristic about the ripening stage of development of a fruit (or vegetable).												
2	FOODON:03000636	NTR	unripe fruit	fruit	unripe fruit		A fruit which is unripe.												
1	FOODON:03530051		unripe	fruit or vegetable ripeness	unripe	☑	A fruit (or vegetable) ripeness characteristic in which a fruit has not achieved full maturity and is not slightly ripe.		broad syn. unripe; immature										
2	FOODON:03000637	NTR	slightly ripe fruit	fruit	slightly ripe fruit		A fruit which is slightly ripe.												
1	FOODON:00003347		slightly ripe	fruit or vegetable ripeness	slightly ripe	☑	A fruit (or vegetable)  ripeness characteristic in which a fruit has some ripe part or is about to achieve full maturity.		broad syn. slightly ripe										
2	FOODON:03000638	NTR	ripe fruit	fruit	ripe fruit		A fruit which is ripe.												
1	FOODON:03530052		ripe	fruit or vegetable ripeness	ripe	☑	A fruit (or vegetable) ripeness characteristic in which a fruit has achieved full maturity and is ready for utilization.												
2	FOODON:03000639	NTR	overripe fruit	fruit	overripe fruit		A fruit which is overripe.												
1	FOODON:00003346		overripe	fruit or vegetable ripeness	overripe	☑	A fruit (or vegetable) ripeness characteristic in which a fruit has surpassed ripeness and is undergoing decomposition.												
2	FOODON:03000640	NTR	mature bean	seed mature	mature bean		A fully grown seed in or harvested from the dried pod of a legume plant.												
2	FOODON:03000641	NTR	immature bean	seed immature	immature bean		A partially grown seed in or harvested from the dried pod of a legume plant.												
3	FOODON:03000642	NTR	artificial fruit ripening	fruit ripening|induced maturation	artificial fruit ripening		A fruit ripening process pertaining to climacteric fruit after harvest.	https://en.wikipedia.org/wiki/Ripening											
3	FOODON:03000643	NTR	ethylene gas ripening	artificial fruit ripening	ethylene gas ripening		An artificial fruit ripening process that utilizes ethylene gas.	https://en.wikipedia.org/wiki/Ripening											
3	FOODON:03000644	NTR	calcium carbide ripening	artificial fruit ripening	calcium carbide ripening		An artificial fruit ripening process that utilizes calcium carbide.	https://en.wikipedia.org/wiki/Ripening											
3	FOODON:03000645	NTR	natural fruit ripening	fruit ripening	natural fruit ripening		A fruit ripening process before or after harvest that involves fruit aging in the context of natural heat and light. 	https://en.wikipedia.org/wiki/Ripening											
3	FOODON:03000646	NTR	climacteric fruit ripening	natural fruit ripening	climacteric fruit ripening		A natural fruit ripening process pertaining to fruits that continue to ripen after harvest.	https://en.wikipedia.org/wiki/Climacteric_fruits	Ethylene gass ripening 										
3	FOODON:03000647	NTR	non-climacteric fruit ripening	natural fruit ripening	non-climacteric fruit ripening		A natural fruit ripening process pertaining to non-climacteric fruits which only ripen when attached to a plant.	https://en.wikipedia.org/wiki/Ripening											
3	FOODON:03000648	NTR	cheese ripening	food maturation|enzymatic modification	cheese ripening		A food maturation process in which animal milk (or cream) undergoes transformation due to select bacteria, mold, yeast, coagulant, and other ingredients. 	https://en.wikipedia.org/wiki/Cheese_ripening	syn cheese aging. affinage							https://www.wisconsincheese.com/the-cheese-life/article/217/understanding-cheese-aging-levels			
2	FOODON:03000649	NTR	fresh cheese	cheese	fresh cheese		A cheese which undergoes little or no cheese ripening.	https://en.wikipedia.org/wiki/Types_of_cheese											
2	FOODON:03000650	NTR	ripened cheese	cheese	ripened cheese		A cheese which undergoes significant cheese ripening.	https://en.wikipedia.org/wiki/Types_of_cheese	syn. cheese (maturing)										
2	FOODON:03000651	NTR	semi-aged cheese	ripened cheese	semi-aged cheese		A cheese produced through a ripening process that does not allow it to reach full maturity.												
2	FOODON:03000652	NTR	aged cheese	ripened cheese	aged cheese		A cheese which is output of a cheese ripening process, aged for months or years, developing a harder texture and stronger taste.		syn. ripe cheese										
			wine maturation		wine maturation		MAGALIE!												
1			aged wine		aged wine														
																			
																			
3	FOODON:03460225		food material combination	food treatment|material combination	food material combination		A material combination process involving two or more food materials.		LanguaL curation note: A food product is characterized by its main ingredient (food source and part); the addition of secondary ingredients is considered a treatment applied to the product. Secondary ingredients are indexed according to rules that are based on the order of predominance by weight (not counting water) as seen from the label statement, formulation or recipe and/or from the amount of the ingredient as percentage of total product weight. The general rule is:  an ingredient is always indexed if it is the second ingredient in order of predominance, if it is used as a filling, or if it is part of the product name(e.g., raisin bread). Specific rules are given in the scope note for the individual ingredient added; these rules specify more exhaustive indexing. For example, *MUSHROOM ADDED* is indexed regardless of ingredient position. another specific rule is given in the scope note for *SALTED*:  Use if the level of salt is more than 4%. Such a rule is used only when the percentage level can be inferred from the list of ingredients.								https://orcid.org/0000-0002-8844-9165		
3	FOODON:03000653	NTR	food fortification	material combination|food material processing	food fortification		A material combination process in which food material is enhanced with the addition of one or more nutrients.												
1	FOODON:03000654	NTR	fortified	food characteristic	fortified														
2	FOODON:03000655	NTR	food (fortified)	food material by characteristic	food (fortified)														
3	FOODON:03460194		nutrient or dietary substance addition	food material combination	nutrient or dietary substance addition		A food is 'enriched' when nutrients are added to it to replace those that are lost in processing; a food is 'fortified' when nutrients that were never present are added to it.		LanguaL curation note: Used when a chemical constituent is added for nutrient supplementation. Not used when the constituent is added to improve the functional properties of the food product. If the purpose of the constituent is not known, use the appropriate index term.										
3	FOODON:03460207		food filling process	food material combination	food filling process		A food material combination in which food material is added by a filling process.		LanguaL curation note: Applies to all filled or stuffed products, including pies and sandwiches.				food filling material						
																			
3	FOODON:03470103		food salting	food material combination|preservation by adding inorganic acids or salts|preservation by reducing water activity	food salting				LanguaL curation note: Used when salting is used for preservation. The salt content of the food is generally 8% or higher (e.g. salted fish, etc.).										
3	FOODON:03470139		food dry salting	food salting	food dry salting		A food salting process in which food material is packed in dry salt in sufficient quantity to suppress enzyme activity or growth of undesirable organisms.												
3	FOODON:03470137		brining	food salting	brining		A food salting process in which food material is Immersed in a salt brine strong enough to suppress enzyme activity and growth of undesirable organisms.	https://en.wikipedia.org/wiki/Brining											
1	FOODON:03000656	NTR	brined	food characteristic	brined	brined	A characteristic of food material which indicates that it has undergone brining.												
3	FOODON:03000657	NTR	kippering	food preservation	kippering		Preservation by rubbing with salt or other spices before drying in the open air or in smoke.		https://en.wikipedia.org/wiki/Kipper										
1	FOODON:03000658	NTR	kippered	food characteristic	kippered	kippered	A characteristic of food material which indicates that it has been kippered.		https://en.wikipedia.org/wiki/Kipper										
3	FOODON:00002732		food seasoning process	food material combination	food seasoning process		A process of applying a seasoning mixture to a given food.							food (seasoned)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:03460148		water addition	food material combination|water addition or removal	water addition				LanguaL curation note: Used for a liquid or solid product to which water was added beyond its natural water level. If a single-strength standard for the product exists, use the appropriate narrower term under *WATER ADDED*.										
3	FOODON:03460234		dilution process to 15-49% of single strength	water addition	dilution process to 15-49% of single strength														
3	FOODON:03460237		dilution process to 50-99% of single strength	water addition	dilution process to 50-99% of single strength														
3	FOODON:03460160		alcoholization	food material combination	alcoholization				LanguaL curation note: Used when alcohol is added for flavor or taste, for example, brandied peaches or cold-pack cheese food with port wine.										
3	FOODON:03460150		food color addition	food material combination	food color addition				LanguaL curation note: Used when a color substance is added to a food at any level.										
3	FOODON:03460133		food certified color addition	food color addition	food certified color addition		A food color addition in which color that must be certified by batch as safe to use is added at any level.												
3	FOODON:03460106		food noncertified color addition	food color addition	food noncertified color addition				LanguaL curation note: Used when a color is added that is exempt from certification and considered safe for use.										
3	FOODON:03460275		food meat liquid injection process	physical/chemical modification	food meat liquid injection process				LanguaL curation note: Used when liquid is injected into a meat or poultry is prebasted. Do not confuse with *WATER ADDED*.										
3	FOODON:03460751		leavening agent addition	food material combination	leavening agent addition														
3	FOODON:03460752		sourdough addition	leavening agent addition	sourdough addition				LanguaL curation note: If wheat sourdough was added use also *WHEAT ADDED [H0319]*. If rye sourdough was added use also *RYE ADDED [H0337]*.										
3	FOODON:03460753		yeast addition	leavening agent addition	yeast addition														
3	FOODON:03460351		chemical leavening agent addition	leavening agent addition	chemical leavening agent addition														
																			
3	FOODON:03460353		food coating or covering process	physical/chemical modification	food coating or covering process														
3	FOODON:03460354		sugar coating or covering process	food coating or covering process	sugar coating or covering process														
3	FOODON:03460355		chocolate coating or covering process	food coating or covering process	chocolate coating or covering process				LanguaL curation note: Includes chocolate coatings for such products as candy and ice cream products as well as icings and frostings for such products as cakes and doughnuts.										
3	FOODON:03460357		carob coating or covering process	food coating or covering process	carob coating or covering process				LanguaL curation note: Used for foods that have a coating or icing made from carob.										
																			
3	FOODON:03460178		food aeration	physical/chemical modification	food aeration				LanguaL curation note: Used for products with which a substantial amount of air has been mixed through mechanical action. Do not use when air was introduced primarily through chemical action or through fermentation.										
3	FOODON:03460358		food aeration by whipping	food aeration	food aeration by whipping				LanguaL curation note: Used when foods or liquids (or a combination) are aerated by vigorously mixing them using a whip, whisk, spoon, spatula, rotary beater or electric mixer.										
3	FOODON:03460359		food aeration by creaming	food aeration	food aeration by creaming				LanguaL curation note: Used when a solid fat (butter, margarine, shortening) is aerated to a creamy appearance, often with the addition of sugar.										
2		ENVO	foam	mass of environmental material	foam	foam	A mass of material which is formed by trapping gas in bubbles.												
																			
3	FOODON:03460781		food micro-encapsulation	physical/chemical modification	food micro-encapsulation		Micro-encapsulation is a process in which tiny particles or droplets are surrounded by a coating to give small capsules many useful properties. In a relatively simplistic form, a microcapsule is a small sphere with a uniform wall around it.		The material inside the microcapsule is referred to as the core, internal phase, or fill, whereas the wall is sometimes called a shell, coating, or membrane. Most microcapsules have diameters between a few micrometers and a few millimeters. The definition has been expanded, and includes most foods. Every class of food ingredient has been encapsulated; flavors are the most common. The technique of microencapsulation depends on the physical and chemical properties of the material to be encapsulated.[http://en.wikipedia.org/wiki/Micro-encapsulation]  LanguaL curation note: Used for the coating of microscopic particles with another material.										
																			
3	FOODON:03460175		carbonation	food material combination	carbonation				LanguaL curation note: Used when carbon dioxide is added or introduced by processing. Excludes naturally carbonated water, which is indexed under food source *MINERAL WATER*.  https://orcid.org/0000-0002-8844-9165's note: converted to a process										
3	FOODON:03460109		artificial carbonation	carbonation	artificial carbonation				LanguaL curation note: Used when carbon dioxide has been added to a food product at any level. https://orcid.org/0000-0002-8844-9165's note: converted to a process										
																			
3	OBI:0600014		material component separation	material processing	material component separation		A material processing in which components of an input material become segregated in space		Note this allows for centrifugation, where an output material may have adjacent but distinct components.										
3	FOODON:03460238		food component separation	material component separation	food component separation		A material component separation process involving food material.		LanguaL curation note: Use the appropriate term under *COMPONENT REMOVED* to indicate the permanent full or partial removal of a nutritional/chemical component naturally present in the part of plant or animal used.								https://orcid.org/0000-0002-8844-9165		
3	FOODON:00003203		harvesting	food component separation	harvesting		A process which takes in some food material from an individual or community of plant or animal organisms in a given context and time, and outputs a precursor or consumable food product. This may include a part of an organism or the whole, and may involve killing the organism.		This includes harvesting from plants, hunting a deer, or milking process of a cow.  The food is derived from part or whole of a single organism species (with perhaps a few exceptions, such as lichen).				pre-harvest food material	harvested food material					
3	FOODON:00002721		dehulling	food component separation	dehulling		Dehulling is the process of removing the hulls (or chaff) from beans and other seeds.							food (hulled)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:00002722		corn husking	food component separation	corn husking		Husking of corn is the process of removing its outer layers, leaving only the cob or seed rack of the corn							corn on-the-cob (raw)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:00004531		deboning	food component separation	deboning		The process of removing bone from animal meat.										https://orcid.org/0000-0002-8844-9165		
3	FOODON:03000659	NTR	fruit pitting	food component separation	fruit pitting		A material component separation process involving food material.												
3	FOODON:03460760		animal rendering	food component separation	animal rendering		Rendering is a process that converts waste animal tissue into stable, value-added materials. Rendering can refer to any processing of animal byproducts into more useful materials, or more narrowly to the rendering of whole animal fatty tissue into purified fats like lard or tallow. Rendering can be carried out on an industrial, farm, or kitchen scale.												
3	FOODON:00003307		shell removal	food component separation	shell removal		A process which separates a culinary nut's shell from its meat, leaving the meat part more or less intact.												
3	FOODON:03000001		food peeling	food component separation	food peeling		peeling is the process of removing the outer covering, layer or skin from a fruit, vegetable, or plant or animal (such as a shrimp).							food (peeled)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:03460398		rind removal	food component separation	rind removal				LanguaL curation note: Used for food products (typically fruit, cheese or meat) that have had the rind removed.										
3	FOODON:00004036		grape destemming	food component separation	grape destemming								grape cluster	grape|peduncle|pedicel|leaf rachis			http://orcid.org/0000-0002-8844-9165		
3	FOODON:00004037		fruit crushing	food component separation	fruit crushing														
3	FOODON:00004038		grape crushing	fruit crushing	grape crushing		The crushing of whole grapes						grape	grape must					
