DISABLED	ID	parent class	label	Equivalence axiom	Animal (top level class) Equivalence	Subclass axiom	definition	comment	definition source	Exact Synonym	Broad Synonym	created	term contributor	see also	curation status	image	Curation notes	Minimum	Aves	Bovidae	Suina	Cervidae	Camelidae	Giraffoidea	Hippopotamidae	Cetacea	Ursidae	Canidae	Felidae	Pinnipedia	Musteloidea	Perissodactyla	Diprotodontia	Rodentia	Lagomorpha	Chiroptera	Eulipotyphla	Primates	Home sapiens		Bivalvia	Cephalopoda	Gastropoda	Reptilia	Echinodermata	Amphibian		Chelicerata	Crustacea	Hexapoda	Other
	FOODON:02010231	piece(s) of {animal} meat	piece(s) of {animal} meat (frozen)	'piece(s) of {animal} meat' and 'has quality' some 'frozen'			One or more pieces of {animal} meat that is frozen.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010232	{animal} meat (ground)	{animal} meat (ground, fresh frozen)	'{animal} meat (ground)' and 'has quality' some 'fresh frozen'			{animal} meat that has been ground and is fresh frozen.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010233	piece(s) of {animal} meat	{animal} meat (minced)	'piece(s) of {animal} meat' and 'is_specified_output_of' some 'food mincing process' 			{animal} meat that has been minced with a blade.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010234	{animal} meat (minced)	{animal} meat (minced, boneless)	'{animal} meat (minced)' and 'piece(s) of {animal} meat (boneless)'			{animal} meat that has been minced and is boneless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010235	{animal} meat (minced)	{animal} meat (minced, deboned)	'{animal} meat (minced)' and 'piece(s) of {animal} meat (deboned)'			{animal} meat that has been minced and deboned.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010236	{animal} meat (ground)	{animal} meat (ground, lean)				{animal} meat that is ground and lean.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010237	{animal} meat (ground)	'animal rectum ' and 'derives from' some '{animal}'				{animal} meat that is ground and extra lean.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010238	{animal} meat (ground)	{animal} meat (ground, medium)				{animal} meat that is medium ground.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010239	{animal} meat (ground)	{animal} meat (ground, regular)				{animal} meat that is ground and regular.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010240	{animal} meat (ground)	{animal} meat (ground, sirloin)				{animal} meat that comes from sirloin region and is ground.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010241	{animal} piece(s)	piece(s) of {animal} organ	'has member' some 'piece of {animal} organ' and 'has member' only 'piece of {animal} organ'			One or more pieces of {animal} organ.	collection of {animal} organ piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010242	piece(s) of {animal} organ 	piece(s) of {animal} skin	'has member' some 'piece of {animal} skin' and 'has member' only 'piece of {animal} skin'			One or more pieces of {animal} skin.	collection of {animal} skin piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010243	piece(s) of {animal} organ 	piece(s) of {animal} heart	'has member' some 'piece of {animal} heart' and 'has member' only 'piece of {animal} heart'			One or more pieces of {animal} heart.	collection of {animal} heart piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010244	piece(s) of {animal} organ 	piece(s) of {animal} brain	'has member' some 'piece of {animal} brain' and 'has member' only 'piece of {animal} brain'			One or more pieces of {animal} brain.	collection of {animal} brain piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010245	piece(s) of {animal} organ 	piece(s) of {animal} kidney	'has member' some 'piece of {animal} kidney' and 'has member' only 'piece of {animal} kidney'			One or more pieces of {animal} kidney.	collection of {animal} kidney piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010246	piece(s) of {animal} organ 	piece(s) of {animal} liver	'has member' some 'piece of {animal} liver' and 'has member' only 'piece of {animal} liver'			One or more pieces of {animal} liver.	collection of {animal} liver piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010247	piece(s) of {animal} organ 	piece(s) of {animal} spleen	'has member' some 'piece of {animal} spleen' and 'has member' only 'piece of {animal} spleen'			One or more pieces of {animal} spleen.	collection of {animal} spleen piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010248	piece(s) of {animal} organ 	piece(s) of {animal} lung	'has member' some 'piece of {animal} lung' and 'has member' only 'piece of {animal} lung'			One or more pieces of {animal} lung.	collection of {animal} lung piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010249	piece(s) of {animal} organ 	piece(s) of {animal} gizzard	'has member' some 'piece of {animal} gizzard' and 'has member' only 'piece of {animal} gizzard'			One or more pieces of {animal} gizzard.	collection of {animal} gizzard piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010250	piece(s) of {animal} organ 	piece(s) of {animal} tongue	'has member' some 'piece of {animal} tongue' and 'has member' only 'piece of {animal} tongue'			One or more pieces of {animal} tongue.	collection of {animal} tongue piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010251	piece(s) of {animal} organ 	piece(s) of {animal} thymus	'has member' some 'piece of {animal} thymus' and 'has member' only 'piece of {animal} thymus'			One or more pieces of {animal} thymus.	collection of {animal} thymus piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010252	piece(s) of {animal} organ 	piece(s) of {animal} pancreas	'has member' some 'piece of {animal} pancreas' and 'has member' only 'piece of {animal} pancreas'			One or more pieces of {animal} pancreas.	collection of {animal} pancreas piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010253	piece(s) of {animal} organ 	piece(s) of {animal} ovary	'has member' some 'piece of {animal} ovary' and 'has member' only 'piece of {animal} ovary'			One or more pieces of {animal} ovary.	collection of {animal} ovary piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010254	piece(s) of {animal} organ 	piece(s) of {animal} testicle	'has member' some 'piece of {animal} testicle' and 'has member' only 'piece of {animal} testicle'			One or more pieces of {animal} testicle.	collection of {animal} testicle piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010255	piece(s) of {animal} organ 	piece(s) of {animal} stomach	'has member' some 'piece of {animal} stomach' and 'has member' only 'piece of {animal} stomach'			One or more pieces of {animal} stomach.	collection of {animal} stomach piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010256	piece(s) of {animal} organ 	piece(s) of {animal} ear	'has member' some 'piece of {animal} ear' and 'has member' only 'piece of {animal} ear'			One or more pieces of {animal} ear.	collection of {animal} ear piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010257	piece(s) of {animal} organ 	piece(s) of {animal} organ (raw)	'piece(s) of {animal} organ' and 'has quality' some 'raw'			One or more pieces of {animal} organ that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010258	piece(s) of {animal} skin 	piece(s) of {animal} skin (raw)	'piece(s) of {animal} skin' and 'has quality' some 'raw'			One or more pieces of {animal} skin that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010259	piece(s) of {animal} heart 	piece(s) of {animal} heart (raw)	'piece(s) of {animal} heart' and 'has quality' some 'raw'			One or more pieces of {animal} heart that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010260	piece(s) of {animal} brain 	piece(s) of {animal} brain (raw)	'piece(s) of {animal} brain' and 'has quality' some 'raw'			One or more pieces of {animal} brain that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010261	piece(s) of {animal} kidney 	piece(s) of {animal} kidney (raw)	'piece(s) of {animal} kidney' and 'has quality' some 'raw'			One or more pieces of {animal} kidney that is raw					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010262	piece(s) of {animal} liver 	piece(s) of {animal} liver (raw)	'piece(s) of {animal} liver' and 'has quality' some 'raw'			One or more pieces of {animal} liver that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010263	piece(s) of {animal} spleen 	piece(s) of {animal} spleen (raw)	'piece(s) of {animal} spleen' and 'has quality' some 'raw'			One or more pieces of {animal} spleen that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010264	piece(s) of {animal} lung 	piece(s) of {animal} lung (raw)	'piece(s) of {animal} lung' and 'has quality' some 'raw'			One or more pieces of {animal} lung that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010265	piece(s) of {animal} gizzard 	piece(s) of {animal} gizzard (raw)	'piece(s) of {animal} gizzard' and 'has quality' some 'raw'			One or more pieces of {animal} gizzard that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010266	piece(s) of {animal} tongue 	piece(s) of {animal} tongue (raw)	'piece(s) of {animal} tongue' and 'has quality' some 'raw'			One or more pieces of {animal} tongue that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010267	piece(s) of {animal} thymus 	piece(s) of {animal} thymus (raw)	'piece(s) of {animal} thymus' and 'has quality' some 'raw'			One or more pieces of {animal} thymus that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010268	piece(s) of {animal} pancreas 	piece(s) of {animal} pancreas (raw)	'piece(s) of {animal} pancreas' and 'has quality' some 'raw'			One or more pieces of {animal} pancreas that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010269	piece(s) of {animal} ovary 	piece(s) of {animal} ovary (raw)	'piece(s) of {animal} ovary' and 'has quality' some 'raw'			One or more pieces of {animal} ovary that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010270	piece(s) of {animal} testicle 	piece(s) of {animal} testicle (raw)	'piece(s) of {animal} testicle' and 'has quality' some 'raw'			One or more pieces of {animal} testicle that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010271	piece(s) of {animal} stomach 	piece(s) of {animal} stomach (raw)	'piece(s) of {animal} stomach' and 'has quality' some 'raw'			One or more pieces of {animal} stomach that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010272	piece(s) of {animal} ear 	piece(s) of {animal} ear (raw)	'piece(s) of {animal} ear' and 'has quality' some 'raw'			One or more pieces of {animal} ear that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010273	piece(s) of {animal} ear 	piece(s) of {animal} ear (fresh frozen)	'piece(s) of {animal} ear' and 'has quality' some 'fresh frozen'			One or more pieces of {animal} ear that is frozen and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010274	piece(s) of {animal} meat	piece(s) of {animal} thigh	'has member' some 'piece of {animal} thigh' and 'has member' only 'piece of {animal} thigh'			One or more pieces of {animal} thigh.	collection of {animal} thigh piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010275	piece(s) of {animal} meat	piece(s) of {animal} breast	'has member' some 'piece of {animal} breast' and 'has member' only 'piece of {animal} breast'			One or more pieces of {animal} breast.	collection of {animal} breast piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010276	piece(s) of {animal} meat	piece(s) of {animal} drumstick	'has member' some 'piece of {animal} drumstick' and 'has member' only 'piece of {animal} drumstick'			One or more pieces of {animal} drumstick.	collection of {animal} drumstick piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010277	piece(s) of {animal} meat	piece(s) of {animal} wing	'has member' some 'piece of {animal} wing' and 'has member' only 'piece of {animal} wing'			One or more pieces of {animal} wing.	collection of {animal} wing piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010278	piece(s) of {animal} meat	piece(s) of {animal} neck	'has member' some 'piece of {animal} neck' and 'has member' only 'piece of {animal} neck'			One or more pieces of {animal} neck.	collection of {animal} neck piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010279	piece(s) of {animal} meat	piece(s) of {animal} back	'has member' some 'piece of {animal} back' and 'has member' only 'piece of {animal} back'			One or more pieces of {animal} back.	collection of {animal} back piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010280	piece(s) of {animal} meat	piece(s) of {animal} leg	'has member' some 'piece of {animal} leg' and 'has member' only 'piece of {animal} leg'			One or more pieces of {animal} leg.	collection of {animal} leg piece(s)				2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010281	piece(s) of {animal} thigh	piece(s) of {animal} thigh (raw)	'piece(s) of {animal} thigh' and 'has quality' some 'raw'			One or more pieces of {animal} thigh that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010282	piece(s) of {animal} breast	piece(s) of {animal} breast (raw)	'piece(s) of {animal} breast' and 'has quality' some 'raw'			One or more pieces of {animal} breast that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010283	piece(s) of {animal} drumstick	piece(s) of {animal} drumstick (raw)	'piece(s) of {animal} drumstick' and 'has quality' some 'raw'			One or more pieces of {animal} drumstick that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010284	piece(s) of {animal} wing	piece(s) of {animal} wing (raw)	'piece(s) of {animal} wing' and 'has quality' some 'raw'			One or more pieces of {animal} wing that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010285	piece(s) of {animal} neck	piece(s) of {animal} neck (raw)	'piece(s) of {animal} neck' and 'has quality' some 'raw'			One or more pieces of {animal} neck that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010286	piece(s) of {animal} back	piece(s) of {animal} back (raw)	'piece(s) of {animal} back' and 'has quality' some 'raw'			One or more pieces of {animal} back that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010287	piece(s) of {animal} leg	piece(s) of {animal} leg (raw)	'piece(s) of {animal} leg' and 'has quality' some 'raw'			One or more pieces of {animal} leg that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010288	piece(s) of {animal} leg	piece(s) of {animal} leg (cubed)	'piece(s) of {animal} leg' and 'has quality' some 'cubed'			One or more pieces of {animal} leg that is cubed.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010289	piece(s) of {animal} leg (cubed)	piece(s) of {animal} leg (cubed, raw)	'piece(s) of {animal} leg (cubed)' and 'has quality' some 'raw'			One or more pieces of {animal} leg that is cubed and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010290	piece(s) of {animal} thigh	piece(s) of {animal} thigh (skinless)	'piece(s) of {animal} thigh' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of {animal} thigh that is skinless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010291	piece(s) of {animal} drumstick	piece(s) of {animal} drumstick (skinless)	'piece(s) of {animal} drumstick' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of {animal} drumstick that is skinless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010292	piece(s) of {animal} breast	piece(s) of {animal} breast (skinless)	'piece(s) of {animal} breast' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of {animal} breast that is skinless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010293	piece(s) of {animal} wing	piece(s) of {animal} wing (skinless)	'piece(s) of {animal} wing' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of {animal} wing that is skinless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010294	piece(s) of {animal} thigh (skinless)	piece(s) of {animal} thigh (skinless, raw)	'piece(s) of {animal} thigh (skinless)' and 'has quality' some 'raw'			One or more pieces of {animal} thigh that is skinless and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010295	piece(s) of {animal} drumstick (skinless)	piece(s) of {animal} drumstick (skinless, raw)	'piece(s) of {animal} drumstick (skinless)' and 'has quality' some 'raw'			One or more piece of {animal} drumstick that is skinless and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010296	piece(s) of {animal} breast (skinless)	piece(s) of {animal} breast (skinless, raw)	'piece(s) of {animal} breast (skinless)' and 'has quality' some 'raw'			One or more pieces of {animal} breast that is skinless and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010297	piece(s) of {animal} wing (skinless)	piece(s) of {animal} wing (skinless, raw)	'piece(s) of {animal} wing (skinless)' and 'has quality' some 'raw'			One or more pieces of {animal} wing that is skinless and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010298	piece(s) of {animal} thigh	piece(s) of {animal} thigh (with skin)	'piece(s) of {animal} thigh' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {animal} thigh that has skin.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010299	piece(s) of {animal} drumstick	piece(s) of {animal} drumstick (with skin)	'piece(s) of {animal} drumstick' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {animal} drumstick that has skin.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010300	piece(s) of {animal} breast	piece(s) of {animal} breast (with skin)	'piece(s) of {animal} breast' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {animal} breast that has skin					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010301	piece(s) of {animal} wing	piece(s) of {animal} wing (with skin)	'piece(s) of {animal} wing' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {animal} wing that has skin.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010302	piece(s) of {animal} thigh (with skin)	piece(s) of {animal} thigh (with skin, raw)	'piece(s) of {animal} thigh (with skin)' and 'has quality' some 'raw'			One or more pieces of {animal} thigh that has skin and is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010303	piece(s) of {animal} drumstick (with skin)	piece(s) of {animal} drumstick (with skin, raw)	'piece(s) of {animal} drumstick (with skin)' and 'has quality' some 'raw'			One or more pieces of {animal} drumstick that has skin and is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010304	piece(s) of {animal} breast (with skin)	piece(s) of {animal} breast (with skin, raw)	'piece(s) of {animal} breast (with skin)' and 'has quality' some 'raw'			One or more pieces of {animal} breast that has skin and is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010305	piece(s) of {animal} wing (with skin)	piece(s) of {animal} wing (with skin, raw)	'piece(s) of {animal} wing (with skin)' and 'has quality' some 'raw'			One or more pieces of {animal} wing that has skin and is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:03530146	piece of {animal} meat	{animal} cut of meat				A {animal} cut of meat that is primal, sub-primal or a retail cut.		https://en.wikipedia.org/wiki/Primal_cut			2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010306	{animal} cut of meat	{animal} cut of meat (raw)				A {animal} cut of meat that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:00001567	{animal} cut of meat	{animal} primal cut				A cut of meat that is initially separated from the carcass of {animal} during butchering.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010307	{animal} primal cut	{animal} primal cut (raw)				A {animal} primal cut that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:00004337	{animal} cut of meat	{animal} sub-primal cut				A smaller cut of meat that is obtained from the larger primal cut of {animal}.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010308	{animal} sub-primal cut	{animal} sub-primal cut (raw)				A {animal} sub-primal cut that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:00004338	{animal} cut of meat	{animal} retail cut				A {animal} meat cut that is derived from a sub-primal, individual muscle cut or minor primal cut.		https://www.recipetips.com/kitchen-tips/t--103/cuts-of-beef.asp	consumer cut|retail cut 		2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010309	{animal} retail cut	{animal} retail cut (raw)	'{animal} retail cut' and 'has quality' some 'raw'			A {animal} retail cut that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010310	{animal} retail cut	{animal} steak			'derives from' some '{animal} retail cut'	A meat cut that has a flat-cut appearance.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010311	{animal} steak	{animal} steak (raw)	'{animal} steak' and 'has quality' some 'raw'			A {animal} steak that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010312	{animal} retail cut	{animal} roast			'derives from' some '{animal} retail cut'	A retail cut of meat that is of a size for slicing into more than one portion and is suitable for roasting.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010313	{animal} roast	{animal} roast (raw)	'{animal} roast' and 'has quality' some 'raw'			A {animal} steak that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010314	{animal} roast	{animal} roast (boneless)	'{animal} roast' and not ('has part' some ('derives from' some 'bone element')) 			A {animal} roast that is boneless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010315	{animal} roast (boneless)	{animal} roast (boneless, raw)	'{animal} roast (boneless)' and 'has quality' some 'raw'			A {animal} roast that is boneless and raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010316	{animal} roast (boneless)	{animal} roast (boneless, seasoned, fresh frozen)	'{animal} roast (boneless)' and 'is_specified_output_of' some 'food seasoning process' and 'has quality' some 'fresh frozen'			A {animal} roast that is boneless, seasoned and fresh frozen.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010317	{animal} retail cut	{animal} chop			'derives from' some '{animal} retail cut'	A retail cut of meat that is perpendicular to the spine, and usually containing a rib or riblet part of a vertebra.		https://en.wikipedia.org/wiki/Meat_chop	meat chop		2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010318	{animal} chop	{animal} chop (raw)	'{animal} chop' and 'has quality' some 'raw'			A {animal} chop that is raw.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010319	{animal} chop	{animal} chop (boneless)	'{animal} chop' and not ('has part' some ('derives from' some 'bone element')) 			A {animal} roast that is boneless.					2023-08-01T21:25:29Z			ready for release																																				
	FOODON:02010320	{animal} chop (boneless)	{animal} chop (boneless, raw)	'{animal} chop (boneless)' and 'has quality' some 'raw'			A {animal} chop that is boneless and raw.					2023-08-01T21:25:29Z			ready for release																																				
