Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	created	term editor	Exact Synonym	Related synonym	Broad Synonym	Narrow Synonym	British english syn.	Italian syn.	French syn.	german syn.	spanish syn.	portuguese syn.	see also	curation status	comment	image	Curation notes	term requested
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|		AT dcterms:date^^xsd:dateTime	AT IAO:0000117^^rdfs:anyURI SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasRelatedSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasNarrowSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@en-BR SPLIT=|	AL oboInOwl:hasExactSynonym@it SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	AL oboInOwl:hasExactSynonym@ge SPLIT=|	AL oboInOwl:hasExactSynonym@es SPLIT=|	AL oboInOwl:hasExactSynonym@pt SPLIT=|	A rdfs:seeAlso SPLIT=|	AI IAO:0000114	AL rdfs:comment@en	AI schema:image		
FOODON:03000087	wasabi root (whole)	wasabi root (whole, raw)				A whole raw wasabi root.	https://en.wikipedia.org/wiki/Wasabi		2022-03-21T10:51:12Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000088	mung bean (whole)	mung bean (whole, raw)				A whole raw mung bean.	https://en.wikipedia.org/wiki/Mung_bean		2022-03-21T11:58:03Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000089	pinto bean (whole)	pinto bean (whole, raw)				A whole raw pinto bean.	https://en.wikipedia.org/wiki/Pinto_bean		2022-03-21T15:17:22Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000090	pink bean (whole)	pink bean (whole, raw)				A whole raw pink bean.	FoodOn		2022-03-21T15:48:01Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000091	white bean (whole)	white bean (whole, raw)				A whole raw white bean.	FoodOn		2022-03-21T15:55:36Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000092	common bean food product	yellow bean food product	'common bean food product' and 'derives from' some 'yellow bean (whole)'			A common bean food product derived from the yellow bean plant.				https://orcid.org/0000-0001-5275-8866																
FOODON:03000093	common bean (whole)	yellow bean (whole)	'seed' and ('in taxon' some 'yellow bean plant' and 'in taxon' only 'yellow bean plant')			A seed of a yellow bean plant.	https://en.wikipedia.org/wiki/Phaseolus_vulgaris		2022-03-22T11:51:36Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000094	yellow bean (whole)	yellow bean (whole, raw)				A whole raw yellow bean.																				
FOODON:03000095	mung bean (whole)	mung bean (whole, raw)				A whole raw mung bean.	https://en.wikipedia.org/wiki/Mung_bean		2022-03-22T12:20:33Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000096	hyacinth bean (whole)	hyacinth bean (whole, raw)				A whole raw hyacinth bean.	https://en.wikipedia.org/wiki/Lablab		2022-03-22T12:40:11Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000097	cowpea (whole)	asparagus bean (whole)	'seed' and 'in taxon' some 'Vigna unguiculata subsp. sesquipedalis'		Vigna unguiculata subsp. sesquipedalis	A seed of a asparagus bean plant (Vigna unguiculata subsp. sesquipedalis).	https://en.wikipedia.org/wiki/Asparagus_bean		2022-03-23T14:22:04Z	https://orcid.org/0000-0001-5275-8866			yard-long bean | yardlong bean													
FOODON:03000098	zucchini squash (whole, raw)	baby zucchini squash (whole, raw)				A whole raw baby zucchini.			2022-03-24T13:54:06Z	https://orcid.org/0000-0001-5275-8866			baby zucchini squash													
FOODON:03000099	leaf	cowpea leaf (whole)	'leaf' and ('in taxon' some 'Vigna unguiculata' and 'in taxon' only 'Vigna unguiculata')		Vigna unguiculata	A leaf of a cowpea plant (Vigna unguiculata).	https://en.wikipedia.org/wiki/Cowpea		2022-03-24T13:59:21Z	https://orcid.org/0000-0001-5275-8866			cowpea leaf													
FOODON:03000100	cowpea leaf (whole)	cowpea leaf (whole, raw)				A whole raw cowpea leaf.	https://en.wikipedia.org/wiki/Cowpea		2022-03-24T14:10:25Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000101	edible bean pod	cowpea pod (whole)	'edible bean pod' and ('in taxon' some 'Vigna unguiculata' and 'in taxon' only 'Vigna unguiculata')		Vigna unguiculata	A young pod of a cowpea plant (Vigna unguiculata).	https://en.wikipedia.org/wiki/Cowpea		2022-03-24T14:10:25Z	https://orcid.org/0000-0001-5275-8866			cowpea pod													
FOODON:03000102	cowpea pod (whole)	cowpea pod (whole, raw)				A whole raw cowpea pod.	https://en.wikipedia.org/wiki/Cowpea		2022-03-24T14:20:25Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000103	lentil (whole)	lentil (whole, raw)				A whole raw lentil.	https://en.wikipedia.org/wiki/Lentil		2022-03-24T18:31:03Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000104	root	lotus root (whole)				A root of a lotus plant (Nelumbo nucifera).	https://en.wikipedia.org/wiki/Nelumbo_nucifera		2022-03-24T20:51:20Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000105	lotus root (whole)	lotus root (whole, raw)				A whole raw lotus root.	https://en.wikipedia.org/wiki/Nelumbo_nucifera		2022-03-24T20:52:11Z	https://orcid.org/0000-0001-5275-8866																
FOODON:00003825	leaf	bitter gourd leaf (whole)	'leaf' and ('in taxon' some 'Momordica charantia' and 'in taxon' only 'Momordica charantia')		Momordica charantia	A leaf of a bitter gourd plant (Momordica charantia)	https://en.wikipedia.org/wiki/Momordica_charantia 		2021-03-29T06:34:39		bitter melon leaf | bitter gourd leaf |  bitter squash leaf | balsam-pear leaf | cerasee leaf 															Genome Tracker
FOODON:03000107	bitter gourd leaf (whole)	bitter gourd leaf (whole, raw)				A whole raw bitter gourd leaf.	https://en.wikipedia.org/wiki/Momordica_charantia		2022-03-28T11:47:23Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000108	pepo fruit	bitter gourd pod (whole)	'pepo fruit' and ('in taxon' some 'Momordica charantia' and 'in taxon' only 'Momordica charantia')		Momordica charantia	A pod of a bitter gourd plant (Momordica charantia).	https://en.wikipedia.org/wiki/Momordica_charantia | https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1452		2022-03-28T12:44:01Z	https://orcid.org/0000-0001-5275-8866	bitter melon pod | balsam pear pod | bitter squash pod															
FOODON:03000109	pepo fruit	sponge gourd (whole)	'pepo fruit' and ('in taxon' some 'Luffa aegyptiaca' and 'in taxon' only 'Luffa aegyptiaca')		Luffa aegyptiaca	A pepo fruit of a sponge gourd plant (Luffa aegyptiaca).	https://en.wikipedia.org/wiki/Luffa_aegyptiaca | https://www.cabi.org/isc/datasheet/31693 		2022-03-28T13:46:22Z	https://orcid.org/0000-0001-5275-8866	sponge gourd | vegetable gourd | dishcloth gourd | smooth luffa															
FOODON:03000110	sponge gourd (whole)	sponge gourd (whole, raw)				A whole raw sponge gourd.	https://en.wikipedia.org/wiki/Luffa_aegyptiaca		2022-03-28T13:56:54Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000111	leaf	nalta jute leaf (whole)	'leaf' and ('in taxon' some 'Corchorus olitorius' and 'in taxon' only 'Corchorus olitorius')		Corchorus olitorius	A leaf of a nalta jute plant.	https://en.wikipedia.org/wiki/Corchorus_olitorius		2022-03-28T15:08:47Z	https://orcid.org/0000-0001-5275-8866	nalta jute leaf | jute mallow leaf															
FOODON:03000112	nalta jute leaf (whole)	nalta jute leaf (whole, raw)				A whole raw nalta jute leaf.	https://en.wikipedia.org/wiki/Corchorus_olitorius		2022-03-28T15:10:21Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000113	kale leaf (whole)	scotch kale leaf (whole)				A varietal of a kale plant.	https://www.epicgardening.com/kale-varieties/		2022-03-28T16:12:40Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000114	scotch kale leaf (whole)	scotch kale leaf (whole, raw)				A whole raw scotch kale leaf.				https://orcid.org/0000-0001-5275-8866																
FOODON:03000115	lentil (whole)	pink lentil (whole)				An unshelled lentil with a brown seed coat and an orange-red cotyledon.	https://en.wikipedia.org/wiki/Lentil		2022-03-28T16:12:32Z	https://orcid.org/0000-0001-5275-8866	masoor daal | red lentil | orange lentil															
FOODON:03000116	pink lentil (whole)	pink lentil (whole, raw)				A whole raw pink lentil.	https://en.wikipedia.org/wiki/Lentil		2022-03-28T16:12:32Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000117	pea food product	edible pea pod (whole)		'in taxon' some 'pea plant edible pod cultivars' and 'in taxon' only 'pea plant edible pod cultivars'		An edible pea pod cultivar containing seeds.	FoodOn		2022-03-28T16:12:32Z	https://orcid.org/0000-0001-5275-8866			pea pod													
FOODON:03000118	edible pea pod (whole)	edible pea pod (whole, raw)				A whole raw edible pea pod.	FoodOn		2022-03-28T16:12:32Z	https://orcid.org/0000-0001-5275-8866																
																										
																										
FOODON:03000121	leaf	mint leaf (whole)	'leaf' and ('in taxon' some 'Mentha' and 'in taxon' only 'Mentha')		Mentha	A leaf of a mint plant (Mentha).	https://en.wikipedia.org/wiki/Mentha		2022-04-04T10:46:56Z	https://orcid.org/0000-0001-5275-8866			mint leaf													
																										
FOODON:03000123	chickpea (whole)	chickpea (whole, raw)				A whole raw chickpea.	https://en.wikipedia.org/wiki/Chickpea		2022-04-04T10:54:02Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000124	crisphead lettuce | lettuce head (anatomical)	crisphead lettuce (raw)				A raw crisphead lettuce.			2022-04-06T16:58:34Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000125	butterhead lettuce	butterhead lettuce (raw)				A raw butterhead lettuce.			2022-04-06T17:08:01Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000126	pepper (whole)	banana pepper (whole)	'berry fruit' and ('in taxon' some 'banana pepper plant' and 'in taxon' only 'banana pepper plant')			A berry fruit of a banana pepper plant.	https://en.wikipedia.org/wiki/Banana_pepper		2022-04-06T17:57:47Z	https://orcid.org/0000-0001-5275-8866	yellow wax pepper | banana chili															
FOODON:03000127	banana pepper (whole)	banana pepper (whole, raw)				A whole raw banana pepper.	https://en.wikipedia.org/wiki/Banana_pepper		2022-04-06T17:58:25Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000128	chili pepper (whole)	serrano pepper(whole)	'berry fruit' and ('in taxon' some 'serrano pepper plant' and 'in taxon' only 'serrano pepper plant')			A berry fruit of a serrano pepper plant.	https://en.wikipedia.org/wiki/Serrano_pepper		2022-04-06T20:37:04Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000129	serrano pepper(whole)	serrano pepper(whole, raw)				A whole raw serrano pepper.	https://en.wikipedia.org/wiki/Serrano_pepper		2022-04-06T20:38:23Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000130	pepper (whole) | hungarian wax pepper food product	hungarian wax pepper (whole)	'berry fruit' and ('in taxon' some 'hungarian wax pepper plant' and 'in taxon' only 'hungarian wax pepper plant')			A berry fruit of a hungarian wax pepper plant.	https://en.wikipedia.org/wiki/Hungarian_wax_pepper		2022-04-06T20:49:20Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000131	hungarian wax pepper (whole)	hungarian wax pepper (whole, raw)				A whole raw hungarian wax pepper.	https://en.wikipedia.org/wiki/Hungarian_wax_pepper		2022-04-06T20:50:09Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000132	leaf	sweet potato leaf (whole)	'leaf' and ('in taxon' some 'Ipomoea batatas' and 'in taxon' only 'Ipomoea batatas')		Ipomoea batatas	A leaf of a sweet potato plant (Ipomoea batatas).	https://en.wikipedia.org/wiki/Sweet_potato		2022-04-06T20:50:09Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000133	sweet potato leaf (whole)	sweet potato leaf (whole, raw)				A whole raw leaf of sweet potato.	https://en.wikipedia.org/wiki/Sweet_potato		2022-04-06T20:50:09Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000135	pumpkin leaf (whole)	pumpkin leaf (whole, raw)				A whole raw leaf of pumpkin.	https://en.wikipedia.org/wiki/Pumpkin		2022-04-06T20:11:33Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000136	flower bud	pumpkin flower (whole)	'flower bud' and ('in taxon' some 'pumpkin plant' and 'in taxon' only 'pumpkin plant')			A flower bud of a pumpkin plant.	https://en.wikipedia.org/wiki/Pumpkin		2022-04-06T21:54:14Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000137	pumpkin flower (whole)	pumpkin flower (whole, raw)				A whole raw pumpkin flower.	https://en.wikipedia.org/wiki/Pumpkin		2022-04-06T21:55:23Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000138	spear or shoot | taro food product	taro shoot (whole)	'spear or shoot' and ('in taxon' some 'Colocasia esculenta' and 'in taxon' only 'Colocasia esculenta')		Colocasia esculenta	A shoot of a taro plant (Colocasia esculenta).	https://en.wikipedia.org/wiki/Taro		2022-04-07T08:44:20Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000139	taro shoot (whole)	taro shoot (whole, raw)				A whole raw taro shoot.	https://en.wikipedia.org/wiki/Taro		2022-04-07T08:45:01Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000140	seed	radish seed (whole)	'seed' and ('in taxon' some 'radish plant' and 'in taxon' only 'radish plant')			A seed of a radish plant.	https://en.wikipedia.org/wiki/Radish		2022-04-07T09:08:36Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000141	radish seed (whole)	radish seed (whole, raw)				A whole raw radish seed.	https://en.wikipedia.org/wiki/Radish		2022-04-07T09:09:57Z	https://orcid.org/0000-0001-5275-8866															Not all radish plants are grown for their seeds. So I've used the general term 'radish plant'.	
FOODON:03000142	tomato (whole)	yellow tomato (whole)				A berry fruit of a yellow tomato plant.	https://specialtyproduce.com/produce/Yellow_Tomatoes_202.php		2022-04-07T09:39:59Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000143	yellow tomato (whole)	yellow tomato (whole, raw)				A whole raw yellow tomato.	https://specialtyproduce.com/produce/Yellow_Tomatoes_202.php		2022-04-07T09:41:45Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000144	tomato (whole)	orange tomato (whole)				A berry fruit of an orange tomato plant.	https://www.gardeningchannel.com/yellow-tomatoes-and-orange-tomatoes-best-varieties/		2022-04-07T09:48:20Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000145	orange tomato (whole)	orange tomato (whole, raw)				A whole raw orange tomato.	https://www.gardeningchannel.com/yellow-tomatoes-and-orange-tomatoes-best-varieties/		2022-04-07T09:49:16Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000146	leaf	tahitian taro leaf (whole)	'leaf' and ('in taxon' some 'Xanthosoma brasiliense' and 'in taxon' only 'Xanthosoma brasiliense')		Xanthosoma brasiliense	A leaf of a tahitian taro plant (Xanthosoma brasiliense).	https://specialtyproduce.com/produce/Tahitian_Taro_Root_15925.php		2022-04-07T12:07:23Z	https://orcid.org/0000-0001-5275-8866	tahitian spinach leaf (whole)															
FOODON:03000147	tahitian taro leaf (whole)	tahitian taro leaf (whole, raw)				A whole raw tahitian taro leaf.	https://specialtyproduce.com/produce/Tahitian_Taro_Root_15925.php		2022-04-07T12:12:40Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000148	leaf	watercress leaf (whole)	'leaf' and ('in taxon' some 'Nasturtium officinale' and 'in taxon' only 'Nasturtium officinale')		Nasturtium officinale	A leaf of a watercress plant (Nasturtium officinale).	https://en.wikipedia.org/wiki/Watercress		2022-04-07T12:16:33Z	https://orcid.org/0000-0001-5275-8866	yellowcress															
FOODON:03000149	watercress leaf (whole)	watercress leaf (whole, raw)				A whole raw watercress leaf.	https://en.wikipedia.org/wiki/Watercress		2022-04-07T12:17:12Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000150	mountain yam (whole)	mountain yam (whole, raw)				A whole raw mountain yam.	https://en.wikipedia.org/wiki/Dioscorea_japonica		2022-04-07T12:23:55Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000151	yam (whole)	fiveleaf yam (whole)	'tuber' and ('in taxon' some 'Dioscorea pentaphylla' and 'in taxon' only 'Dioscorea pentaphylla')		Dioscorea pentaphylla	A tuber of a fiveleaf yam plant (Dioscorea pentaphylla)	https://en.wikipedia.org/wiki/Dioscorea_pentaphylla		2022-04-07T12:58:21Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000152	fiveleaf yam (whole)	fiveleaf yam (whole, raw)				A whole raw fiveleaf yam.	https://en.wikipedia.org/wiki/Dioscorea_pentaphylla		2022-04-07T13:00:42Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000153	leaf	malabar spinach leaf (whole)	'leaf' and ('in taxon' some 'Basella alba' and 'in taxon' only 'Basella alba')		Basella alba	A leaf of a malabar spinach plant (Basella alba).	https://en.wikipedia.org/wiki/Basella_alba		2022-04-07T13:15:18Z	https://orcid.org/0000-0001-5275-8866	vine spinach leaf | ceylon spinach leaf															
FOODON:03000154	malabar spinach leaf (whole)	malabar spinach leaf (whole, raw)				A whole raw malabar spinach leaf.	https://en.wikipedia.org/wiki/Basella_alba		2022-04-07T13:23:23Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000157	tuberous root tuber	prairie turnip (whole)	'tuberous root tuber' and ('in taxon' some 'Pediomelum esculentum' and 'in taxon' only 'Pediomelum esculentum')		Pediomelum esculentum	A root tuber of a prairie turnip plant (Pediomelum esculentum)	https://en.wikipedia.org/wiki/Psoralea_esculenta		2022-04-11T09:31:20Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000158	prairie turnip (whole)	prairie turnip (whole, raw)				A whole raw prairie turnip.	https://en.wikipedia.org/wiki/Psoralea_esculenta		2022-04-11T09:33:06Z	https://orcid.org/0000-0001-5275-8866	timpsula | Indian breadroot | tipsin | teepsenee															
FOODON:03000159	tuber	arrowleaf elephant ear (whole)	'tuber' and ('in taxon' some 'Xanthosoma sagittifolium' and 'in taxon' only 'Xanthosoma sagittifolium')		Xanthosoma sagittifolium	A tuber of an arrowleaf elephant ear plant.	https://en.wikipedia.org/wiki/Xanthosoma_sagittifolium		2022-04-11T09:45:21Z	https://orcid.org/0000-0001-5275-8866	arrowleaf elephant's ear | yautia | malanga | american taro | tania															
FOODON:03000160	arrowleaf elephant ear (whole)	arrowleaf elephant ear (whole, raw)				A whole raw arrowleaf elephant ear.	https://en.wikipedia.org/wiki/Xanthosoma_sagittifolium		2022-04-11T09:47:51Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000161	fruit	tinda (whole)	'fruit' and ('in taxon' some 'Praecitrullus' and 'in taxon' only 'Praecitrullus')		Praecitrullus	An immature fruit of a tinda plant (Praecitrullus fistulosus).	https://en.wikipedia.org/wiki/Tinda		2022-04-11T11:11:23Z	https://orcid.org/0000-0001-5275-8866	Indian squash | round melon | apple gourd															
FOODON:03000162	tinda (whole)	tinda (whole, raw)				A whole raw tinda.	https://en.wikipedia.org/wiki/Tinda		2022-04-11T11:16:12Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03302061	lima bean (whole)	baby lima bean (whole)	'seed' and ('in taxon' some 'baby lima bean plant' and 'in taxon' only 'baby lima bean plant')			A small green seed of a baby lima bean plant.	https://en.wikipedia.org/wiki/Lima_bean		2022-04-11T12:03:42Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000164	baby lima bean (whole)	baby lima bean (whole, raw)				A whole raw baby lima bean.	https://en.wikipedia.org/wiki/Lima_bean		2022-04-11T12:04:36Z	https://orcid.org/0000-0001-5275-8866																
FOODON:00004236	green bean pod (whole)	green bean pod (whole, raw)				A whole raw green bean pod.	https://en.wikipedia.org/wiki/Green_bean		2022-04-11T13:24:36Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000166	wax bean (whole)	wax bean (whole, raw)				A whole raw wax bean.			2022-04-11T13:24:59Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000167	leaf	eppaw leaf (whole)	'leaf' and ('in taxon' some 'Perideridia oregana' and 'in taxon' only 'Perideridia oregana')		Perideridia oregana	A leaf of an eppaw plant (Perideridia oregana).	https://en.wikipedia.org/wiki/Perideridia_oregana		2022-04-11T02:47:22Z	https://orcid.org/0000-0001-5275-8866	Oregon yampah															
FOODON:03000168	eppaw leaf (whole)	eppaw leaf (whole, raw)				A whole raw eppaw leaf.			2022-04-11T15:00:12Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000169	leaf	fiddlehead leaf (whole)	'leaf' and ('in taxon' some 'Matteuccia struthiopteris' and 'in taxon' only 'Matteuccia struthiopteris')		Matteuccia struthiopteris	A furled frond of a young fiddlehead fern.	https://en.wikipedia.org/wiki/Matteuccia		2022-04-11T15:05:20Z	https://orcid.org/0000-0001-5275-8866	fiddlehead greens | shuttlecock fern | ostrich fern															
FOODON:03000170	fiddlehead leaf (whole) | fern vegetable food product	fiddlehead leaf (whole, raw)				A whole raw fiddlehead leaf.	https://en.wikipedia.org/wiki/Matteuccia | https://en.wikipedia.org/wiki/Fiddlehead 		2022-04-11T15:09:56Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000171	radish (whole)	white icicle radish (whole)				A root of a white icicle radish plant varietal.	https://en.wikipedia.org/wiki/Radish		2022-04-11T15:35:19Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000172	white icicle radish (whole)	white icicle radish (whole, raw)				A whole raw white icicle radish.	https://en.wikipedia.org/wiki/Radish		2022-04-11T15:38:21Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000173	ginger food product	ginger leaf (whole)	'leaf' and ('in taxon' some 'Zingiber officinale' and 'in taxon' only 'Zingiber officinale')		Zingiber officinale	A leaf of a ginger plant (Zingiber officinale).																				
FOODON:03000174	coriander food product	coriander bunch	'object aggregate' and 'has member' some 'coriander leaf (whole)' and 'has member' only 'coriander leaf (whole)' and 'has quality' some 'food (raw)'			A bunch of raw coriander leaves.					coriander bundle															GRDI
FOODON:03000175	mint food product	mint bunch	'object aggregate' and 'has member' some 'mint leaf (whole)' and 'has member' only 'mint leaf (whole)' and 'has quality' some 'food (raw)'			A bunch of raw mint leaves.					mint bundle															GRDI
																										
FOODON:03000177	spice or herb	black cumin food product				A food product derived from a black cumin plant.	https://en.wikipedia.org/wiki/Nigella_sativa		2022-04-25T10:39:56Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000119	black cumin food product	black cumin seed (whole)	'seed' and ('in taxon' some 'Nigella sativa' and 'in taxon' only 'Nigella sativa')		Nigella sativa	A seed of a black cumin plant (Nigella sativa).	https://en.wikipedia.org/wiki/Nigella_sativa		2022-04-04T08:56:10Z	https://orcid.org/0000-0001-5275-8866	kalonji seed | nigella seed | black caraway seed															
FOODON:03000179	plant seed food product	chia seed food product				A food product derived from a chia seed.				https://orcid.org/0000-0001-5275-8866																
FOODON:03000180	chia seed food product | seed sprout	chia sprout	'germinated or sprouted seed' and ('in taxon' some 'Salvia hispanica' and 'in taxon' only 'Salvia hispanica')		Salvia hispanica	A germinated or sprouted seed of a chia plant (Salvia hispanica).	https://en.wikipedia.org/wiki/Chia_seed			https://orcid.org/0000-0001-5275-8866																
FOODON:03000181	pea food product | seed sprout	pea sprout	'germinated or sprouted seed ' and ('in taxon' some 'Pisum sativum' and 'in taxon' only 'Pisum sativum')		Pisum sativum	A germinated or sprouted seed of a pea plant (Pisum sativum).	https://en.wikipedia.org/wiki/Pea			https://orcid.org/0000-0001-5275-8866																
FOODON:03000182	seed sprout	mixed sprouts				A food product made from more than one sprouted seed.				https://orcid.org/0000-0001-5275-8866																
FOODON:03000183	leaf	alaska wild-rhubarb leaf (whole)	'leaf' and ('in taxon' some 'Koenigia alaskana' and 'in taxon' only 'Koenigia alaskana')		Koenigia alaskana	A leaf of an alaska wild-rhubarb plant (Koenigia alaskana).	https://en.wikipedia.org/wiki/Koenigia_alaskana		2022-06-30T10:17:14Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000184	leaf	dock leaf (whole)		'in taxon' some 'Rumex' and 'in taxon' only 'Rumex'	Rumex	A leaf of a dock plant.	https://en.wikipedia.org/wiki/Rumex			https://orcid.org/0000-0001-5275-8866																
FOODON:03000185	dock leaf (whole)	dock leaf (whole, raw)				A whole raw dock leaf.	https://en.wikipedia.org/wiki/Rumex			https://orcid.org/0000-0001-5275-8866																
FOODON:03000278	flower bud	sesbania flower (whole, raw)	'flower bud' and ('in taxon' some 'Sesbania' and 'in taxon' only 'Sesbania')		sesbania	A flower bud of a sesbania plant (sesbania).	https://en.wikipedia.org/wiki/Sesbania			https://orcid.org/0000-0001-5275-8866																
		new food x (whole, raw, sprouted)																								
		new food x (whole, raw, mature)																								
		new food x (whole, raw, immature)																								
FOODON:03000186	mung bean (whole, raw)	mung bean (whole, raw, sprouted)	'mung bean (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted mung bean.	https://en.wikipedia.org/wiki/Mung_bean		2022-03-21T11:58:57Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000187	kidney bean (whole, raw)	kidney bean (whole, raw, sprouted)	'kidney bean (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted kidney bean.	https://en.wikipedia.org/wiki/Kidney_bean		2022-03-21T14:48:10Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000204	lentil (whole, raw)	lentil (whole, raw, sprouted)	'lentil (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted lentil.	https://en.wikipedia.org/wiki/Lentil		2022-03-25T18:39:21Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000189	navy bean (whole, raw)	navy bean (whole, raw, sprouted)	'navy bean (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted lima bean.	https://en.wikipedia.org/wiki/Navy_bean		2022-03-21T15:05:30Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000190	pinto bean (whole, raw)	pinto bean (whole, raw, sprouted)	'pinto bean (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted pinto bean.	https://en.wikipedia.org/wiki/Pinto_bean		2022-03-21T15:19:19Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000208	soybean (whole, raw)	soybean (whole, raw, sprouted)	'soybean (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted soybean.	https://en.wikipedia.org/wiki/Soybean		2022-04-07T08:37:11Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000209	radish seed (whole, raw)	radish seed (whole, raw, sprouted)	'radish seed (whole, raw)' and 'germinated or sprouted seed'			A whole raw sprouted seed of radish.	https://en.wikipedia.org/wiki/Radish		2022-04-07T09:11:31Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000191	navy bean (whole, raw)	navy bean (whole, raw, mature)	'navy bean (whole, raw)' and 'seed immature'			A whole raw mature navy bean.	https://en.wikipedia.org/wiki/Navy_bean		2022-03-21T15:45:01Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000192	pink bean (whole, raw)	pink bean (whole, raw, mature)	'pink bean (whole, raw)' and 'seed mature'			A whole raw mature pink bean.	FoodOn		2022-03-21T15:50:20Z	https://orcid.org/0000-0001-5275-8866																
FOODON:03000193	pinto bean (whole, raw)	pinto bean (whole, raw, mature)	'pinto bean (whole, raw)' and 'seed mature'			A whole raw mature pinto bean.	https://en.wikipedia.org/wiki/Pinto_bean		2022-03-21T15:51:22Z	https://orcid.org/0000-0001-5275-8866																
